,id,age,job,marital,education,credit_default,housing,loan
158,158,43,technician,single,professional_course,no,yes,no
159,159,59,services,married,high_school,no,no,no
160,160,24,management,single,university_degree,no,yes,no
161,161,37,blue-collar,single,basic_9y,unknown,yes,yes
162,162,40,blue-collar,married,basic_9y,unknown,no,no
163,163,42,blue-collar,married,basic_9y,unknown,no,no
164,164,39,services,divorced,high_school,unknown,no,no
165,165,37,entrepreneur,married,basic_6y,no,no,no
166,166,38,services,married,high_school,no,yes,yes
167,167,56,admin,divorced,,unknown,no,no
168,168,40,blue-collar,married,,no,no,no
169,169,54,management,divorced,university_degree,no,yes,no
170,170,43,blue-collar,married,high_school,unknown,no,yes
171,171,36,services,married,high_school,unknown,no,no
172,172,45,technician,married,university_degree,no,yes,yes
173,173,42,admin,single,university_degree,unknown,no,no
174,174,43,services,married,high_school,no,no,no
175,175,46,management,married,basic_9y,no,no,no
176,176,44,services,married,high_school,no,yes,yes
177,177,51,admin,single,basic_6y,no,no,no
178,178,28,services,married,high_school,no,yes,no
179,179,37,blue-collar,married,basic_9y,no,no,no
180,180,34,technician,married,high_school,no,no,no
181,181,46,blue-collar,married,basic_6y,unknown,yes,no
182,182,42,blue-collar,married,basic_9y,no,yes,yes
183,183,36,admin,married,university_degree,no,yes,no
184,184,54,blue-collar,married,basic_4y,unknown,no,no
185,185,57,management,married,university_degree,no,no,no
186,186,51,technician,married,basic_6y,unknown,no,no
187,187,54,retired,married,high_school,unknown,no,no
188,188,49,blue-collar,married,basic_4y,unknown,no,no
189,189,34,admin,married,university_degree,no,yes,no
190,190,41,technician,married,professional_course,no,no,no
191,191,38,blue-collar,single,basic_9y,no,yes,no
192,192,45,management,divorced,university_degree,no,no,no
193,193,42,technician,married,university_degree,no,no,no
194,194,34,blue-collar,single,basic_9y,unknown,yes,no
195,195,48,blue-collar,married,basic_4y,no,yes,no
196,196,37,admin,married,high_school,unknown,yes,no
197,197,34,blue-collar,single,basic_9y,unknown,no,no
198,198,40,admin,married,basic_9y,unknown,yes,no
199,199,43,blue-collar,married,basic_6y,no,yes,no
200,200,33,services,married,high_school,no,no,no
201,201,32,services,single,basic_6y,no,no,no
202,202,39,blue-collar,married,high_school,no,yes,no
203,203,43,admin,married,,no,no,no
204,204,44,blue-collar,married,basic_9y,no,yes,no
205,205,35,student,single,university_degree,unknown,no,no
206,206,35,student,single,university_degree,unknown,yes,yes
207,207,35,unemployed,married,professional_course,no,no,no
208,208,36,services,single,basic_4y,no,no,no
209,209,35,student,single,university_degree,unknown,yes,no
210,210,36,student,single,basic_9y,no,yes,no
211,211,55,housemaid,divorced,university_degree,no,no,no
212,212,59,admin,married,university_degree,no,no,no
213,213,57,retired,married,,unknown,no,no
214,214,39,blue-collar,married,professional_course,unknown,yes,no
215,215,39,housemaid,married,basic_4y,unknown,yes,no
216,216,30,blue-collar,single,,no,yes,no
217,217,30,blue-collar,single,,no,yes,yes
218,218,50,housemaid,married,basic_4y,unknown,no,no
219,219,40,services,married,high_school,no,no,no
220,220,35,admin,married,high_school,no,yes,no
221,221,43,technician,married,,unknown,no,no
222,222,36,services,single,basic_6y,unknown,yes,no
223,223,46,technician,married,basic_4y,unknown,yes,no
224,224,40,technician,married,basic_9y,no,no,no
225,225,58,retired,married,university_degree,no,no,no
226,226,42,technician,married,university_degree,no,no,no
227,227,35,admin,single,university_degree,no,no,no
228,228,43,retired,married,basic_4y,unknown,no,no
229,229,45,blue-collar,married,basic_4y,no,yes,yes
230,230,39,admin,married,professional_course,no,yes,no
231,231,50,services,divorced,professional_course,no,yes,no
232,232,32,management,divorced,basic_4y,unknown,yes,no
233,233,39,admin,married,high_school,unknown,no,no
234,234,52,self-employed,married,university_degree,unknown,no,no
235,235,44,admin,married,professional_course,no,yes,no
236,236,56,blue-collar,married,basic_4y,no,no,no
237,237,48,admin,married,high_school,no,no,no
238,238,33,services,married,high_school,unknown,no,yes
239,239,43,management,married,university_degree,unknown,no,yes
240,240,57,retired,married,high_school,no,no,no
241,241,36,technician,single,professional_course,no,no,no
242,242,34,management,married,university_degree,no,yes,no
243,243,34,services,single,basic_9y,no,no,no
244,244,30,technician,married,university_degree,unknown,no,no
245,245,33,services,divorced,,no,no,no
246,246,32,technician,single,professional_course,no,no,no
247,247,36,technician,single,high_school,no,yes,no
248,248,36,blue-collar,single,high_school,no,no,yes
249,249,33,services,single,high_school,no,no,no
250,250,40,technician,divorced,professional_course,no,no,no
251,251,41,blue-collar,married,basic_4y,no,yes,no
252,252,51,services,married,basic_6y,no,yes,no
253,253,36,technician,married,professional_course,no,yes,no
254,254,28,services,married,,no,no,no
255,255,53,services,married,high_school,no,yes,yes
256,256,58,blue-collar,married,basic_9y,unknown,yes,no
257,257,45,management,married,basic_9y,no,no,yes
258,258,43,technician,married,,no,yes,no
259,259,33,admin,married,high_school,no,no,yes
260,260,33,admin,married,high_school,no,no,yes
261,261,27,blue-collar,single,basic_6y,no,unknown,unknown
262,262,42,technician,married,high_school,no,no,no
263,263,43,admin,divorced,basic_9y,no,no,no
264,264,42,admin,married,university_degree,no,no,no
265,265,27,blue-collar,single,basic_6y,no,no,no
266,266,34,self-employed,single,university_degree,no,yes,no
267,267,31,student,single,university_degree,unknown,no,no
268,268,54,management,divorced,university_degree,no,no,no
269,269,40,self-employed,married,basic_4y,unknown,no,no
270,270,52,unemployed,married,high_school,unknown,yes,no
271,271,47,management,divorced,university_degree,no,no,no
272,272,49,housemaid,married,basic_9y,unknown,no,no
273,273,32,admin,single,high_school,no,no,no
274,274,49,housemaid,single,high_school,unknown,yes,yes
275,275,50,blue-collar,married,basic_9y,unknown,no,no
276,276,34,services,married,high_school,no,no,no
277,277,55,blue-collar,married,basic_4y,unknown,no,no
278,278,47,technician,single,basic_9y,no,no,no
279,279,51,retired,married,professional_course,no,no,no
280,280,47,blue-collar,married,basic_6y,no,no,no
281,281,56,technician,married,basic_4y,no,yes,no
282,282,53,admin,married,basic_9y,no,no,no
283,283,36,blue-collar,married,basic_9y,no,yes,no
284,284,42,blue-collar,divorced,basic_9y,no,yes,no
285,285,44,blue-collar,divorced,basic_6y,no,no,no
286,286,39,housemaid,married,basic_9y,no,yes,no
287,287,37,admin,single,high_school,no,yes,yes
288,288,60,blue-collar,married,,unknown,yes,no
289,289,36,services,married,high_school,no,no,no
290,290,42,management,divorced,university_degree,no,yes,no
291,291,31,admin,married,high_school,no,yes,yes
292,292,53,technician,divorced,professional_course,unknown,no,yes
293,293,45,blue-collar,married,basic_4y,no,yes,no
294,294,37,technician,single,professional_course,no,yes,no
295,295,47,self-employed,married,professional_course,no,no,no
296,296,49,blue-collar,divorced,high_school,no,no,yes
297,297,36,admin,married,university_degree,no,yes,no
298,298,35,services,divorced,high_school,no,no,no
299,299,38,unknown,married,,unknown,no,no
300,300,38,services,single,high_school,unknown,no,no
301,301,50,blue-collar,divorced,high_school,unknown,no,yes
302,302,59,retired,married,professional_course,unknown,no,no
303,303,43,unknown,married,,no,yes,no
304,304,42,admin,married,high_school,no,yes,no
305,305,40,admin,married,basic_6y,unknown,yes,no
306,306,46,blue-collar,married,,unknown,no,no
307,307,57,housemaid,divorced,basic_4y,no,yes,yes
308,308,42,admin,married,university_degree,no,yes,no
309,309,41,blue-collar,married,basic_4y,no,yes,no
310,310,54,management,divorced,university_degree,no,yes,no
311,311,27,admin,single,university_degree,no,no,no
312,312,36,admin,married,high_school,no,no,no
313,313,58,blue-collar,married,professional_course,unknown,yes,no
314,314,40,management,married,university_degree,unknown,yes,no
315,315,34,admin,single,basic_9y,unknown,no,no
316,316,33,admin,divorced,high_school,no,no,no
317,317,56,retired,married,basic_6y,no,no,no
318,318,42,blue-collar,married,basic_9y,no,no,no
319,319,43,services,married,high_school,no,yes,no
320,320,54,management,single,basic_9y,no,yes,no
321,321,53,admin,single,basic_6y,no,yes,yes
322,322,42,technician,single,,no,no,no
323,323,40,services,married,basic_6y,unknown,no,no
324,324,54,technician,married,professional_course,no,yes,yes
325,325,40,housemaid,single,professional_course,no,no,no
326,326,26,admin,single,university_degree,no,yes,no
327,327,33,admin,married,high_school,no,no,no
328,328,35,blue-collar,married,basic_9y,unknown,no,no
329,329,36,admin,married,high_school,no,no,no
330,330,29,services,single,high_school,no,yes,no
331,331,36,blue-collar,married,basic_9y,no,yes,no
332,332,35,management,married,high_school,no,yes,no
333,333,50,self-employed,single,university_degree,no,no,yes
334,334,46,services,married,high_school,unknown,yes,no
335,335,49,entrepreneur,married,high_school,no,yes,no
336,336,42,technician,single,professional_course,unknown,yes,no
337,337,36,blue-collar,single,high_school,no,yes,yes
338,338,55,blue-collar,married,basic_9y,unknown,yes,no
339,339,41,management,married,university_degree,unknown,no,no
340,340,57,management,married,professional_course,unknown,yes,no
341,341,32,services,single,high_school,no,yes,no
342,342,49,admin,married,basic_9y,no,no,no
343,343,57,unknown,married,,unknown,yes,no
344,344,58,blue-collar,divorced,basic_4y,no,yes,no
345,345,52,technician,married,high_school,no,yes,no
346,346,50,services,divorced,professional_course,no,no,no
347,347,41,blue-collar,single,basic_9y,unknown,yes,no
348,348,33,entrepreneur,married,university_degree,no,yes,no
349,349,57,blue-collar,married,basic_4y,no,no,no
350,350,48,blue-collar,married,basic_6y,unknown,no,no
351,351,55,technician,married,professional_course,no,no,no
352,352,38,management,married,university_degree,no,no,no
353,353,38,services,married,high_school,no,yes,no
354,354,53,admin,married,university_degree,no,yes,no
355,355,43,unemployed,single,university_degree,no,no,no
356,356,36,blue-collar,single,high_school,no,no,no
357,357,32,blue-collar,married,basic_9y,no,no,no
358,358,33,services,married,basic_4y,no,no,no
359,359,58,entrepreneur,married,basic_4y,no,yes,no
360,360,40,unemployed,divorced,high_school,unknown,no,no
361,361,57,management,married,university_degree,no,yes,no
362,362,45,technician,married,high_school,no,yes,no
363,363,42,blue-collar,married,basic_4y,unknown,yes,no
364,364,46,admin,married,university_degree,no,yes,no
365,365,36,technician,married,university_degree,no,no,no
366,366,41,self-employed,married,high_school,no,yes,no
367,367,57,admin,divorced,basic_9y,no,no,no
368,368,49,blue-collar,married,basic_9y,unknown,yes,no
369,369,56,management,divorced,high_school,no,no,no
370,370,37,blue-collar,married,basic_9y,no,no,no
371,371,37,blue-collar,married,basic_9y,no,no,yes
372,372,46,admin,single,high_school,no,yes,no
373,373,22,blue-collar,single,basic_9y,no,yes,no
374,374,43,services,married,high_school,no,no,no
375,375,49,blue-collar,married,,no,no,no
376,376,41,technician,married,basic_6y,no,yes,no
377,377,38,admin,single,university_degree,no,no,no
378,378,33,admin,married,basic_9y,no,no,no
379,379,49,admin,married,university_degree,no,yes,yes
380,380,30,blue-collar,single,,no,no,no
381,381,33,admin,married,basic_9y,no,yes,no
382,382,34,management,single,university_degree,no,no,no
383,383,30,student,single,,unknown,no,no
384,384,59,management,married,basic_4y,unknown,yes,yes
385,385,59,management,married,basic_4y,unknown,unknown,unknown
386,386,41,self-employed,married,university_degree,no,no,no
387,387,48,housemaid,married,basic_6y,unknown,yes,yes
388,388,28,unknown,single,,unknown,yes,yes
389,389,44,services,married,high_school,no,yes,no
390,390,59,retired,unknown,university_degree,unknown,no,no
391,391,50,management,married,high_school,unknown,no,no
392,392,35,admin,married,university_degree,no,no,no
393,393,42,admin,married,high_school,no,no,no
394,394,45,admin,married,basic_9y,no,no,no
395,395,36,technician,married,professional_course,no,no,no
396,396,56,services,married,high_school,unknown,no,no
397,397,29,blue-collar,divorced,basic_4y,no,no,no
398,398,41,self-employed,married,university_degree,no,yes,yes
399,399,42,blue-collar,married,basic_9y,unknown,no,no
400,400,52,services,single,high_school,no,no,no
401,401,48,services,married,high_school,unknown,unknown,unknown
402,402,31,blue-collar,married,high_school,unknown,yes,no
403,403,43,unemployed,married,university_degree,unknown,yes,no
404,404,36,blue-collar,married,basic_4y,unknown,no,no
405,405,42,entrepreneur,married,university_degree,no,yes,no
406,406,52,services,divorced,basic_6y,no,no,no
407,407,39,admin,married,high_school,no,yes,no
408,408,36,services,married,high_school,no,no,yes
409,409,42,blue-collar,married,basic_9y,unknown,yes,no
410,410,41,admin,married,high_school,no,no,no
411,411,55,technician,married,basic_4y,no,no,yes
412,412,30,blue-collar,married,basic_9y,no,no,no
413,413,57,retired,unknown,basic_4y,no,no,no
414,414,45,entrepreneur,married,basic_4y,unknown,yes,no
415,415,51,blue-collar,married,basic_4y,unknown,yes,yes
416,416,39,self-employed,single,basic_9y,unknown,yes,yes
417,417,47,admin,married,high_school,unknown,no,no
418,418,27,services,married,high_school,no,yes,no
419,419,34,technician,single,university_degree,no,yes,no
420,420,57,blue-collar,married,basic_4y,unknown,yes,no
421,421,43,entrepreneur,married,basic_4y,no,no,no
422,422,49,blue-collar,married,basic_4y,unknown,no,no
423,423,39,management,married,university_degree,unknown,no,no
424,424,38,blue-collar,married,basic_4y,unknown,yes,no
425,425,49,blue-collar,married,basic_9y,no,no,no
426,426,58,management,married,basic_6y,no,no,no
427,427,43,technician,married,professional_course,no,yes,no
428,428,50,unknown,married,,unknown,yes,no
429,429,31,services,married,high_school,unknown,no,no
430,430,43,self-employed,divorced,university_degree,no,no,no
431,431,43,self-employed,married,basic_9y,unknown,no,no
432,432,30,self-employed,single,university_degree,no,yes,no
433,433,27,services,single,professional_course,no,yes,yes
434,434,51,services,married,,unknown,no,no
435,435,37,technician,married,professional_course,no,yes,no
436,436,46,housemaid,married,basic_9y,no,yes,no
437,437,35,blue-collar,married,professional_course,no,no,no
438,438,47,admin,divorced,university_degree,no,no,no
439,439,46,management,married,,no,yes,no
440,440,40,technician,married,professional_course,unknown,no,yes
441,441,26,housemaid,married,university_degree,no,no,no
442,442,32,blue-collar,divorced,basic_9y,unknown,no,no
443,443,45,management,married,university_degree,no,yes,no
444,444,34,admin,married,basic_9y,no,no,no
445,445,47,blue-collar,married,,unknown,no,no
446,446,42,technician,married,professional_course,no,no,no
447,447,57,technician,married,basic_4y,unknown,no,yes
448,448,57,technician,married,basic_4y,unknown,no,no
449,449,38,blue-collar,married,basic_4y,no,no,yes
450,450,57,technician,married,basic_4y,unknown,no,no
451,451,28,student,single,basic_9y,unknown,yes,no
452,452,60,management,married,university_degree,no,no,no
453,453,48,admin,married,university_degree,no,yes,no
454,454,47,technician,married,professional_course,no,yes,no
455,455,40,admin,married,high_school,no,no,no
456,456,51,management,married,professional_course,unknown,yes,no
457,457,48,unemployed,single,basic_4y,no,yes,no
458,458,54,housemaid,married,basic_4y,no,no,no
459,459,40,blue-collar,married,basic_6y,no,no,yes
460,460,44,admin,single,basic_9y,unknown,no,no
461,461,42,technician,divorced,high_school,no,no,no
462,462,52,self-employed,married,university_degree,no,yes,no
463,463,31,blue-collar,single,basic_9y,no,yes,no
464,464,32,services,married,high_school,no,no,no
465,465,44,admin,married,high_school,no,yes,yes
466,466,39,management,married,basic_6y,unknown,no,no
467,467,57,management,married,professional_course,unknown,yes,no
468,468,52,admin,married,basic_4y,no,yes,no
469,469,42,management,married,university_degree,no,no,no
470,470,42,technician,single,professional_course,unknown,unknown,unknown
471,471,43,management,married,professional_course,no,yes,no
472,472,31,admin,divorced,high_school,no,no,no
473,473,29,admin,married,university_degree,unknown,yes,no
474,474,57,blue-collar,divorced,basic_4y,no,no,no
475,475,44,blue-collar,married,basic_9y,unknown,no,no
476,476,59,unknown,married,,unknown,no,no
477,477,39,blue-collar,married,basic_4y,unknown,no,no
478,478,57,retired,married,university_degree,no,no,no
479,479,41,management,married,,unknown,no,no
480,480,37,technician,single,high_school,unknown,no,yes
481,481,38,services,married,high_school,no,yes,no
482,482,42,retired,married,basic_4y,no,no,no
483,483,49,unknown,married,,unknown,yes,no
484,484,54,management,married,basic_6y,unknown,yes,yes
485,485,36,admin,married,university_degree,no,unknown,unknown
486,486,32,admin,single,university_degree,unknown,no,no
487,487,35,technician,married,professional_course,no,yes,no
488,488,45,housemaid,married,professional_course,unknown,no,no
489,489,56,technician,married,,no,yes,no
490,490,34,technician,married,university_degree,no,yes,no
491,491,41,unemployed,married,basic_9y,unknown,no,no
492,492,41,services,married,basic_9y,no,no,no
493,493,36,blue-collar,married,basic_9y,unknown,no,no
494,494,32,admin,single,university_degree,unknown,unknown,unknown
495,495,31,services,married,high_school,unknown,unknown,unknown
496,496,38,technician,married,professional_course,no,yes,no
497,497,35,admin,divorced,university_degree,unknown,yes,no
498,498,53,admin,married,professional_course,no,yes,no
499,499,51,admin,married,basic_6y,unknown,yes,no
500,500,56,entrepreneur,married,university_degree,unknown,no,no
501,501,33,admin,married,basic_9y,no,unknown,unknown
502,502,33,admin,married,basic_9y,no,no,no
503,503,51,services,divorced,high_school,unknown,yes,no
504,504,39,services,married,high_school,unknown,yes,no
505,505,45,entrepreneur,married,university_degree,no,no,no
506,506,40,technician,single,university_degree,no,no,no
507,507,60,unknown,single,,unknown,yes,no
508,508,33,technician,married,university_degree,no,yes,no
509,509,47,blue-collar,married,high_school,unknown,yes,no
510,510,48,blue-collar,married,basic_4y,no,no,no
511,511,43,entrepreneur,married,high_school,no,no,no
512,512,37,management,married,university_degree,no,yes,no
513,513,50,services,married,basic_9y,no,yes,yes
514,514,59,entrepreneur,married,high_school,no,yes,no
515,515,32,technician,married,,unknown,yes,no
516,516,42,housemaid,single,basic_4y,unknown,yes,no
517,517,52,blue-collar,married,basic_4y,no,no,no
518,518,42,blue-collar,married,,unknown,no,no
519,519,42,admin,married,,no,no,no
520,520,40,management,married,basic_9y,unknown,unknown,unknown
521,521,38,blue-collar,married,basic_9y,no,no,no
522,522,39,blue-collar,married,basic_6y,no,yes,no
523,523,39,blue-collar,married,basic_6y,no,no,no
524,524,38,admin,married,high_school,no,no,no
525,525,47,admin,single,,unknown,yes,no
526,526,30,services,single,high_school,no,no,no
527,527,38,admin,divorced,high_school,no,yes,yes
528,528,39,technician,divorced,university_degree,no,no,no
529,529,44,admin,married,high_school,no,no,no
530,530,36,admin,married,high_school,no,no,no
531,531,41,services,married,high_school,unknown,yes,yes
532,532,41,blue-collar,married,basic_6y,no,no,no
533,533,35,blue-collar,married,basic_9y,no,no,no
534,534,41,technician,married,high_school,no,no,no
535,535,36,services,married,high_school,unknown,no,no
536,536,35,admin,single,high_school,no,yes,yes
537,537,33,blue-collar,single,basic_4y,unknown,no,no
538,538,38,admin,single,basic_6y,unknown,no,no
539,539,33,self-employed,married,university_degree,no,no,no
540,540,55,self-employed,married,,unknown,no,no
541,541,36,blue-collar,single,basic_9y,unknown,no,no
542,542,57,technician,married,professional_course,unknown,no,yes
543,543,32,entrepreneur,single,university_degree,no,yes,no
544,544,30,self-employed,single,high_school,no,yes,no
545,545,43,admin,married,professional_course,no,yes,yes
546,546,46,admin,married,university_degree,no,no,no
547,547,35,admin,divorced,high_school,no,no,yes
548,548,34,admin,single,university_degree,no,yes,yes
549,549,50,blue-collar,married,basic_4y,unknown,unknown,unknown
550,550,39,admin,single,university_degree,no,no,no
551,551,39,blue-collar,married,basic_9y,unknown,no,no
552,552,42,entrepreneur,married,basic_6y,no,no,no
553,553,57,retired,married,university_degree,no,yes,no
554,554,45,blue-collar,married,basic_4y,unknown,no,no
555,555,40,technician,married,basic_4y,no,no,yes
556,556,42,blue-collar,married,high_school,no,no,yes
557,557,40,technician,married,basic_4y,no,no,no
558,558,38,blue-collar,single,basic_4y,unknown,no,no
559,559,39,blue-collar,married,basic_6y,unknown,yes,yes
560,560,41,blue-collar,married,basic_4y,no,no,no
561,561,39,blue-collar,married,basic_6y,unknown,yes,no
562,562,41,blue-collar,married,basic_4y,no,yes,yes
563,563,45,admin,married,university_degree,unknown,no,no
564,564,35,admin,divorced,university_degree,no,unknown,unknown
565,565,35,admin,married,basic_6y,no,yes,no
566,566,49,blue-collar,married,high_school,unknown,no,no
567,567,36,technician,married,,no,no,no
568,568,23,admin,single,university_degree,no,no,no
569,569,43,unemployed,married,university_degree,unknown,unknown,unknown
570,570,49,entrepreneur,married,professional_course,no,unknown,unknown
571,571,36,technician,married,professional_course,no,unknown,unknown
572,572,51,blue-collar,married,basic_9y,unknown,yes,no
573,573,56,retired,married,basic_4y,unknown,yes,yes
574,574,45,housemaid,married,high_school,no,no,no
