,client_id,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
125,125,262,2,999,0,,0,1,2022-05-21
126,126,61,1,999,0,,0,1,2022-05-31
127,127,78,1,999,0,,0,1,2022-05-24
128,128,102,2,999,0,,0,1,2022-05-23
129,129,579,1,999,0,,1,1,2022-05-12
130,130,143,1,999,0,,0,1,2022-05-29
131,131,677,1,999,0,,0,1,2022-05-20
132,132,267,1,999,0,,0,1,2022-05-22
133,133,345,1,999,0,,0,1,2022-05-12
134,134,185,1,999,0,,0,1,2022-05-19
135,135,207,1,999,0,,0,1,2022-05-05
136,136,69,2,999,0,,0,1,2022-05-26
137,137,100,2,999,0,,0,1,2022-05-19
138,138,125,2,999,0,,0,1,2022-05-28
139,139,461,1,999,0,,1,1,2022-05-27
140,140,240,1,999,0,,0,1,2022-05-16
141,141,70,1,999,0,,0,1,2022-05-22
142,142,193,1,999,0,,0,1,2022-05-24
143,143,136,1,999,0,,0,1,2022-05-17
144,144,73,1,999,0,,0,1,2022-05-24
145,145,528,1,999,0,,0,1,2022-05-06
146,146,541,1,999,0,,0,1,2022-05-11
147,147,338,1,999,0,,0,1,2022-05-16
148,148,163,1,999,0,,0,1,2022-05-28
149,149,87,1,999,0,,0,1,2022-05-25
150,150,301,1,999,0,,0,1,2022-05-03
151,151,46,1,999,0,,0,1,2022-05-22
152,152,52,1,999,0,,0,1,2022-05-08
153,153,204,1,999,0,,0,1,2022-05-03
154,154,155,1,999,0,,0,1,2022-05-12
155,155,98,1,999,0,,0,1,2022-05-15
156,156,71,1,999,0,,0,1,2022-05-25
157,157,243,1,999,0,,0,1,2022-05-29
158,158,186,2,999,0,,0,1,2022-05-07
159,159,579,2,999,0,,0,1,2022-05-27
160,160,165,2,999,0,,0,1,2022-05-03
161,161,163,2,999,0,,0,1,2022-05-09
162,162,46,1,999,0,,0,1,2022-05-29
163,163,559,3,999,0,,0,1,2022-05-15
164,164,2033,1,999,0,,0,1,2022-05-18
165,165,85,1,999,0,,0,1,2022-05-22
166,166,506,1,999,0,,0,1,2022-05-04
167,167,114,2,999,0,,0,1,2022-05-12
168,168,114,2,999,0,,0,1,2022-05-19
169,169,843,2,999,0,,0,1,2022-05-25
170,170,181,1,999,0,,0,1,2022-05-12
171,171,427,1,999,0,,0,1,2022-05-05
172,172,292,1,999,0,,0,1,2022-05-24
173,173,192,1,999,0,,0,1,2022-05-07
174,174,93,3,999,0,,0,1,2022-05-02
175,175,128,2,999,0,,0,1,2022-05-09
176,176,107,1,999,0,,0,1,2022-05-29
177,177,303,2,999,0,,0,1,2022-05-13
178,178,81,1,999,0,,0,1,2022-05-11
179,179,270,1,999,0,,0,1,2022-05-30
180,180,228,1,999,0,,0,1,2022-05-12
181,181,240,1,999,0,,0,1,2022-05-31
182,182,673,2,999,0,,1,1,2022-05-20
183,183,233,3,999,0,,0,1,2022-05-08
184,184,102,1,999,0,,0,1,2022-05-13
185,185,461,1,999,0,,0,1,2022-05-19
186,186,250,1,999,0,,0,1,2022-05-20
187,187,130,1,999,0,,0,1,2022-05-03
188,188,252,1,999,0,,0,1,2022-05-18
189,189,138,1,999,0,,0,1,2022-05-19
190,190,412,1,999,0,,0,1,2022-05-10
191,191,179,2,999,0,,0,1,2022-05-19
192,192,19,2,999,0,,0,1,2022-05-07
193,193,228,2,999,0,,0,1,2022-05-26
194,194,55,1,999,0,,0,1,2022-05-31
195,195,717,1,999,0,,0,1,2022-05-06
196,196,313,1,999,0,,0,1,2022-05-07
197,197,289,1,999,0,,0,1,2022-05-29
198,198,683,2,999,0,,0,1,2022-05-25
199,199,1077,1,999,0,,0,1,2022-05-29
200,200,146,2,999,0,,0,1,2022-05-09
201,201,167,1,999,0,,0,1,2022-05-15
202,202,356,2,999,0,,0,1,2022-05-20
203,203,277,1,999,0,,0,1,2022-05-13
204,204,172,1,999,0,,0,1,2022-05-09
205,205,218,1,999,0,,0,1,2022-05-10
206,206,217,1,999,0,,0,1,2022-05-04
207,207,67,1,999,0,,0,1,2022-05-26
208,208,291,1,999,0,,0,1,2022-05-08
209,209,248,1,999,0,,0,1,2022-05-24
210,210,256,1,999,0,,0,1,2022-05-19
211,211,286,1,999,0,,0,1,2022-05-25
212,212,477,1,999,0,,0,1,2022-05-31
213,213,611,2,999,0,,0,1,2022-05-05
214,214,471,1,999,0,,0,1,2022-05-14
215,215,381,2,999,0,,0,1,2022-05-22
216,216,251,1,999,0,,0,1,2022-05-02
217,217,408,1,999,0,,0,1,2022-05-20
218,218,287,1,999,0,,0,1,2022-05-29
219,219,322,3,999,0,,0,1,2022-05-09
220,220,216,2,999,0,,0,1,2022-05-20
221,221,366,2,999,0,,0,1,2022-05-26
222,222,210,1,999,0,,0,1,2022-05-26
223,223,288,1,999,0,,0,1,2022-05-19
224,224,168,1,999,0,,0,1,2022-05-15
225,225,132,1,999,0,,0,1,2022-05-17
226,226,64,2,999,0,,0,1,2022-05-26
227,227,209,2,999,0,,0,1,2022-05-08
228,228,410,3,999,0,,0,1,2022-05-09
229,229,177,1,999,0,,0,1,2022-05-19
230,230,580,2,999,0,,0,1,2022-05-06
231,231,165,1,999,0,,0,1,2022-05-23
232,232,127,2,999,0,,0,1,2022-05-27
233,233,357,1,999,0,,0,1,2022-05-17
234,234,175,1,999,0,,0,1,2022-05-10
235,235,300,1,999,0,,0,1,2022-05-06
236,236,136,1,999,0,,0,1,2022-05-19
237,237,125,2,999,0,,0,1,2022-05-24
238,238,189,2,999,0,,0,1,2022-05-04
239,239,213,3,999,0,,0,1,2022-05-02
240,240,238,2,999,0,,0,1,2022-05-10
241,241,124,1,999,0,,0,1,2022-05-04
242,242,18,1,999,0,,0,1,2022-05-02
243,243,730,2,999,0,,0,1,2022-05-17
244,244,40,1,999,0,,0,1,2022-05-11
245,245,181,2,999,0,,0,1,2022-05-16
246,246,79,1,999,0,,0,1,2022-05-20
247,247,142,2,999,0,,0,1,2022-05-06
248,248,389,1,999,0,,0,1,2022-05-10
249,249,702,1,999,0,,0,1,2022-05-24
250,250,151,1,999,0,,0,1,2022-05-23
251,251,211,1,999,0,,0,1,2022-05-07
252,252,117,1,999,0,,0,1,2022-05-26
253,253,232,3,999,0,,0,1,2022-05-24
254,254,408,2,999,0,,0,1,2022-05-08
255,255,370,3,999,0,,0,1,2022-05-15
256,256,179,2,999,0,,0,1,2022-05-06
257,257,46,1,999,0,,0,1,2022-05-01
258,258,200,1,999,0,,0,1,2022-05-22
259,259,50,1,999,0,,0,1,2022-05-04
260,260,181,1,999,0,,0,1,2022-05-07
261,261,119,1,999,0,,0,1,2022-05-26
262,262,361,1,999,0,,0,1,2022-05-17
263,263,73,3,999,0,,0,1,2022-05-16
264,264,67,2,999,0,,0,1,2022-05-24
265,265,350,1,999,0,,0,1,2022-05-10
266,266,150,2,999,0,,0,1,2022-05-18
267,267,332,2,999,0,,0,1,2022-05-09
268,268,611,2,999,0,,0,1,2022-05-13
269,269,58,3,999,0,,0,1,2022-05-25
270,270,151,1,999,0,,0,1,2022-05-26
271,271,89,2,999,0,,0,1,2022-05-10
272,272,152,1,999,0,,0,1,2022-05-05
273,273,611,2,999,0,,0,1,2022-05-25
274,274,110,2,999,0,,0,1,2022-05-28
275,275,463,1,999,0,,0,1,2022-05-16
276,276,962,1,999,0,,0,1,2022-05-08
277,277,102,2,999,0,,0,1,2022-05-22
278,278,10,4,999,0,,0,1,2022-05-04
279,279,118,3,999,0,,0,1,2022-05-31
280,280,92,2,999,0,,0,1,2022-05-04
281,281,143,3,999,0,,0,1,2022-05-10
282,282,189,3,999,0,,0,1,2022-05-09
283,283,75,2,999,0,,0,1,2022-05-18
284,284,189,2,999,0,,0,1,2022-05-28
285,285,55,2,999,0,,0,1,2022-05-11
286,286,935,3,999,0,,1,1,2022-05-31
287,287,56,2,999,0,,0,1,2022-05-25
288,288,5,2,999,0,,0,1,2022-05-15
289,289,225,2,999,0,,0,1,2022-05-23
290,290,125,2,999,0,,0,1,2022-05-07
291,291,286,2,999,0,,0,1,2022-05-09
292,292,206,2,999,0,,0,1,2022-05-15
293,293,164,2,999,0,,0,1,2022-05-16
294,294,98,2,999,0,,0,1,2022-05-05
295,295,446,2,999,0,,0,1,2022-05-03
296,296,742,2,999,0,,0,1,2022-05-31
297,297,120,2,999,0,,0,1,2022-05-06
298,298,122,3,999,0,,0,1,2022-05-13
299,299,362,4,999,0,,0,1,2022-05-25
300,300,357,2,999,0,,0,1,2022-05-19
301,301,200,2,999,0,,0,1,2022-05-27
302,302,107,2,999,0,,0,1,2022-05-05
303,303,267,2,999,0,,0,1,2022-05-13
304,304,248,2,999,0,,0,1,2022-05-22
305,305,215,2,999,0,,0,1,2022-05-08
306,306,209,2,999,0,,0,1,2022-05-22
307,307,205,2,999,0,,0,1,2022-05-15
308,308,261,3,999,0,,0,1,2022-05-09
309,309,83,2,999,0,,0,1,2022-05-20
310,310,106,3,999,0,,0,1,2022-05-13
311,311,106,2,999,0,,0,1,2022-05-27
312,312,108,2,999,0,,0,1,2022-05-28
313,313,214,2,999,0,,0,1,2022-05-17
314,314,358,2,999,0,,0,1,2022-05-09
315,315,453,2,999,0,,0,1,2022-05-07
316,316,364,2,999,0,,0,1,2022-05-13
317,317,136,2,999,0,,0,1,2022-05-19
318,318,173,2,999,0,,0,1,2022-05-20
319,319,241,2,999,0,,0,1,2022-05-07
320,320,224,3,999,0,,0,1,2022-05-22
321,321,148,2,999,0,,0,1,2022-05-31
322,322,230,2,999,0,,0,1,2022-05-10
323,323,199,3,999,0,,0,1,2022-05-15
324,324,196,2,999,0,,0,1,2022-05-10
325,325,111,4,999,0,,0,1,2022-05-23
326,326,231,3,999,0,,0,1,2022-05-01
327,327,316,3,999,0,,0,1,2022-05-16
328,328,240,2,999,0,,0,1,2022-05-27
329,329,669,3,999,0,,0,1,2022-05-21
330,330,425,2,999,0,,0,1,2022-05-31
331,331,121,2,999,0,,0,1,2022-05-09
332,332,174,5,999,0,,0,1,2022-05-30
333,333,88,5,999,0,,0,1,2022-05-07
334,334,313,3,999,0,,0,1,2022-05-01
335,335,135,4,999,0,,0,1,2022-05-28
336,336,152,2,999,0,,0,1,2022-05-27
337,337,402,3,999,0,,0,1,2022-05-29
338,338,221,2,999,0,,0,1,2022-05-19
339,339,213,2,999,0,,0,1,2022-05-10
340,340,144,3,999,0,,0,1,2022-05-05
341,341,158,3,999,0,,0,1,2022-05-11
342,342,220,3,999,0,,0,1,2022-05-22
343,343,325,2,999,0,,0,1,2022-05-26
344,344,254,2,999,0,,0,1,2022-05-02
345,345,503,2,999,0,,0,1,2022-05-24
346,346,680,2,999,0,,0,1,2022-05-26
347,347,421,4,999,0,,0,1,2022-05-25
348,348,130,3,999,0,,0,1,2022-05-23
349,349,164,2,999,0,,0,1,2022-05-03
350,350,174,3,999,0,,0,1,2022-05-06
351,351,113,2,999,0,,0,1,2022-05-01
352,352,195,2,999,0,,0,1,2022-05-22
353,353,347,3,999,0,,0,1,2022-05-01
354,354,208,2,999,0,,0,1,2022-05-20
355,355,404,4,999,0,,0,1,2022-05-07
356,356,396,2,999,0,,0,1,2022-05-02
357,357,98,2,999,0,,0,1,2022-05-21
358,358,229,3,999,0,,0,1,2022-05-28
359,359,350,2,999,0,,0,1,2022-05-27
360,360,88,3,999,0,,0,1,2022-05-16
361,361,379,2,999,0,,0,1,2022-05-30
362,362,168,3,999,0,,0,1,2022-05-08
363,363,190,3,999,0,,0,1,2022-05-22
364,364,158,1,999,0,,0,1,2022-05-24
365,365,210,1,999,0,,0,1,2022-05-05
366,366,102,1,999,0,,0,1,2022-05-24
367,367,306,1,999,0,,0,1,2022-05-08
368,368,64,1,999,0,,0,1,2022-05-26
369,369,218,1,999,0,,0,1,2022-05-12
370,370,77,1,999,0,,0,1,2022-05-02
371,371,54,1,999,0,,0,1,2022-05-04
372,372,344,1,999,0,,0,1,2022-05-01
373,373,195,1,999,0,,0,1,2022-05-16
374,374,202,1,999,0,,0,1,2022-05-16
375,375,286,1,999,0,,0,1,2022-05-21
376,376,278,1,999,0,,0,1,2022-05-11
377,377,189,1,999,0,,0,1,2022-05-01
378,378,83,1,999,0,,0,1,2022-05-28
379,379,18,1,999,0,,0,1,2022-05-26
380,380,184,2,999,0,,0,1,2022-05-18
381,381,235,1,999,0,,0,1,2022-05-13
382,382,290,1,999,0,,0,1,2022-05-21
383,383,133,1,999,0,,0,1,2022-05-24
384,384,318,1,999,0,,0,1,2022-05-08
385,385,437,1,999,0,,0,1,2022-05-07
386,386,402,1,999,0,,0,1,2022-05-13
387,387,501,4,999,0,,0,1,2022-05-31
388,388,1201,1,999,0,,1,1,2022-05-02
389,389,1030,1,999,0,,1,1,2022-05-10
390,390,253,1,999,0,,0,1,2022-05-03
391,391,149,1,999,0,,0,1,2022-05-29
392,392,144,1,999,0,,0,1,2022-05-10
393,393,69,1,999,0,,0,1,2022-05-24
394,394,243,1,999,0,,0,1,2022-05-23
395,395,769,2,999,0,,0,1,2022-05-06
396,396,135,3,999,0,,0,1,2022-05-03
397,397,231,1,999,0,,0,1,2022-05-04
398,398,442,2,999,0,,0,1,2022-05-17
399,399,199,1,999,0,,0,1,2022-05-05
400,400,455,1,999,0,,0,1,2022-05-22
401,401,152,1,999,0,,0,1,2022-05-21
402,402,124,1,999,0,,0,1,2022-05-23
403,403,424,1,999,0,,0,1,2022-05-19
404,404,43,1,999,0,,0,1,2022-05-16
405,405,154,1,999,0,,0,1,2022-05-04
406,406,393,1,999,0,,0,1,2022-05-26
407,407,203,2,999,0,,0,1,2022-05-03
408,408,140,2,999,0,,0,1,2022-05-23
409,409,326,1,999,0,,0,1,2022-05-30
410,410,483,1,999,0,,0,1,2022-05-03
411,411,259,1,999,0,,0,1,2022-05-12
412,412,227,1,999,0,,0,1,2022-05-01
413,413,673,1,999,0,,0,1,2022-05-01
414,414,576,1,999,0,,0,1,2022-05-23
415,415,180,2,999,0,,0,1,2022-05-24
416,416,90,1,999,0,,0,1,2022-05-18
417,417,505,1,999,0,,0,1,2022-05-22
418,418,245,1,999,0,,0,1,2022-05-03
419,419,186,1,999,0,,0,1,2022-05-23
420,420,208,1,999,0,,0,1,2022-05-05
421,421,623,1,999,0,,0,1,2022-05-30
422,422,180,1,999,0,,0,1,2022-05-08
423,423,496,3,999,0,,0,1,2022-05-11
424,424,118,1,999,0,,0,1,2022-05-20
425,425,102,2,999,0,,0,1,2022-05-16
426,426,342,1,999,0,,0,1,2022-05-09
427,427,225,1,999,0,,0,1,2022-05-01
428,428,185,3,999,0,,0,1,2022-05-03
429,429,276,1,999,0,,0,1,2022-05-12
430,430,87,1,999,0,,0,1,2022-05-29
431,431,744,1,999,0,,0,1,2022-05-13
432,432,262,1,999,0,,0,1,2022-05-22
433,433,271,1,999,0,,0,1,2022-05-25
434,434,141,1,999,0,,0,1,2022-05-26
435,435,198,2,999,0,,0,1,2022-05-05
436,436,150,1,999,0,,0,1,2022-05-13
437,437,241,1,999,0,,0,1,2022-05-22
438,438,196,1,999,0,,0,1,2022-05-18
439,439,149,1,999,0,,0,1,2022-05-18
440,440,264,1,999,0,,0,1,2022-05-11
441,441,246,1,999,0,,0,1,2022-05-22
442,442,309,2,999,0,,0,1,2022-05-27
443,443,140,1,999,0,,0,1,2022-05-20
444,444,175,1,999,0,,0,1,2022-05-13
445,445,136,1,999,0,,0,1,2022-05-07
446,446,1623,1,999,0,,1,1,2022-05-29
447,447,50,1,999,0,,0,1,2022-05-16
448,448,101,1,999,0,,0,1,2022-05-15
449,449,144,1,999,0,,0,1,2022-05-09
450,450,238,1,999,0,,0,1,2022-05-17
451,451,354,1,999,0,,0,1,2022-05-13
452,452,451,2,999,0,,0,1,2022-05-07
453,453,159,1,999,0,,0,1,2022-05-23
454,454,170,1,999,0,,0,1,2022-05-19
455,455,243,1,999,0,,0,1,2022-05-30
456,456,141,2,999,0,,0,1,2022-05-03
457,457,112,1,999,0,,0,1,2022-05-08
458,458,262,2,999,0,,0,1,2022-05-01
459,459,53,1,999,0,,0,1,2022-05-09
460,460,134,1,999,0,,0,1,2022-05-25
461,461,204,4,999,0,,0,1,2022-05-21
462,462,678,1,999,0,,0,1,2022-05-22
463,463,182,1,999,0,,0,1,2022-05-18
464,464,162,1,999,0,,0,1,2022-05-26
465,465,177,1,999,0,,0,1,2022-05-05
466,466,27,1,999,0,,0,1,2022-05-12
467,467,699,3,999,0,,0,1,2022-05-20
468,468,358,1,999,0,,0,1,2022-05-13
469,469,1677,1,999,0,,1,1,2022-05-18
470,470,529,1,999,0,,0,1,2022-05-10
471,471,310,1,999,0,,0,1,2022-05-04
472,472,47,1,999,0,,0,1,2022-05-11
473,473,379,1,999,0,,0,1,2022-05-16
474,474,30,2,999,0,,0,1,2022-05-30
475,475,472,1,999,0,,0,1,2022-05-22
476,476,113,1,999,0,,0,1,2022-05-06
477,477,114,1,999,0,,0,1,2022-05-27
478,478,116,1,999,0,,0,1,2022-05-03
479,479,448,1,999,0,,0,1,2022-05-23
480,480,264,1,999,0,,0,1,2022-05-05
481,481,169,1,999,0,,0,1,2022-05-16
482,482,145,1,999,0,,0,1,2022-05-04
483,483,288,1,999,0,,0,1,2022-05-24
484,484,381,1,999,0,,0,1,2022-05-31
485,485,176,2,999,0,,0,1,2022-05-30
486,486,215,1,999,0,,0,1,2022-05-02
487,487,278,1,999,0,,0,1,2022-05-06
488,488,188,2,999,0,,0,1,2022-05-02
489,489,174,2,999,0,,0,1,2022-05-06
490,490,226,2,999,0,,0,1,2022-05-18
491,491,111,2,999,0,,0,1,2022-05-17
492,492,157,2,999,0,,0,1,2022-05-10
493,493,46,1,999,0,,0,1,2022-05-28
494,494,49,1,999,0,,0,1,2022-05-29
495,495,374,1,999,0,,0,1,2022-05-16
496,496,349,1,999,0,,0,1,2022-05-01
497,497,325,1,999,0,,0,1,2022-05-16
498,498,233,2,999,0,,0,1,2022-05-10
499,499,531,1,999,0,,0,1,2022-05-02
500,500,153,1,999,0,,0,1,2022-05-19
501,501,80,1,999,0,,0,1,2022-05-04
502,502,198,1,999,0,,0,1,2022-05-25
503,503,568,1,999,0,,0,1,2022-05-08
504,504,918,1,999,0,,1,1,2022-05-31
505,505,82,1,999,0,,0,1,2022-05-10
506,506,198,3,999,0,,0,1,2022-05-10
507,507,211,1,999,0,,0,1,2022-05-11
508,508,120,1,999,0,,0,1,2022-05-12
509,509,269,1,999,0,,0,1,2022-05-25
510,510,128,1,999,0,,0,1,2022-05-09
511,511,166,2,999,0,,0,1,2022-05-17
512,512,211,1,999,0,,0,1,2022-05-19
513,513,369,1,999,0,,0,1,2022-05-11
514,514,91,1,999,0,,0,1,2022-05-21
515,515,267,2,999,0,,0,1,2022-05-04
516,516,198,1,999,0,,0,1,2022-05-28
517,517,371,2,999,0,,0,1,2022-05-08
518,518,288,2,999,0,,0,1,2022-05-11
519,519,221,1,999,0,,0,1,2022-05-08
520,520,427,1,999,0,,0,1,2022-05-01
521,521,310,1,999,0,,0,1,2022-05-23
522,522,158,1,999,0,,0,1,2022-05-04
523,523,198,1,999,0,,0,1,2022-05-19
524,524,145,1,999,0,,0,1,2022-05-02
525,525,247,1,999,0,,0,1,2022-05-04
526,526,102,1,999,0,,0,1,2022-05-07
527,527,179,2,999,0,,0,1,2022-05-06
528,528,73,1,999,0,,0,1,2022-05-16
529,529,263,2,999,0,,0,1,2022-05-22
530,530,342,2,999,0,,0,1,2022-05-07
531,531,41,1,999,0,,0,1,2022-05-25
532,532,13,1,999,0,,0,1,2022-05-16
533,533,79,2,999,0,,0,1,2022-05-03
534,534,358,1,999,0,,0,1,2022-05-29
535,535,162,1,999,0,,0,1,2022-05-20
536,536,150,1,999,0,,0,1,2022-05-30
537,537,26,1,999,0,,0,1,2022-05-23
538,538,250,1,999,0,,0,1,2022-05-29
539,539,792,1,999,0,,0,1,2022-05-09
540,540,146,1,999,0,,0,1,2022-05-23
541,541,440,1,999,0,,0,1,2022-05-26
542,542,289,1,999,0,,0,1,2022-05-18
543,543,242,2,999,0,,0,1,2022-05-29
544,544,123,1,999,0,,0,1,2022-05-25
545,545,161,2,999,0,,0,1,2022-05-01
546,546,268,2,999,0,,0,1,2022-05-28
547,547,259,2,999,0,,0,1,2022-05-03
548,548,26,1,999,0,,0,1,2022-05-25
549,549,153,1,999,0,,0,1,2022-05-03
550,550,424,2,999,0,,0,1,2022-05-04
551,551,375,1,999,0,,0,1,2022-05-22
552,552,179,2,999,0,,0,1,2022-05-11
553,553,383,1,999,0,,0,1,2022-05-14
554,554,440,1,999,0,,0,1,2022-05-25
555,555,195,1,999,0,,0,1,2022-05-13
556,556,1297,3,999,0,,1,1,2022-05-02
557,557,217,1,999,0,,0,1,2022-05-12
558,558,87,1,999,0,,0,1,2022-05-19
559,559,427,1,999,0,,0,1,2022-05-21
560,560,189,1,999,0,,0,1,2022-05-18
561,561,502,1,999,0,,0,1,2022-05-22
562,562,260,1,999,0,,0,1,2022-05-27
563,563,209,1,999,0,,0,1,2022-05-06
564,564,179,1,999,0,,0,1,2022-05-12
565,565,179,1,999,0,,0,1,2022-05-16
566,566,69,1,999,0,,0,1,2022-05-23
567,567,105,2,999,0,,0,1,2022-05-14
568,568,266,3,999,0,,0,1,2022-05-29
569,569,87,2,999,0,,0,1,2022-05-21
570,570,524,2,999,0,,0,1,2022-05-22
571,571,155,2,999,0,,0,1,2022-05-17
572,572,162,2,999,0,,0,1,2022-05-25
573,573,316,4,999,0,,0,1,2022-05-27
574,574,352,2,999,0,,0,1,2022-05-24
575,575,695,3,999,0,,0,1,2022-05-30
576,576,76,4,999,0,,0,1,2022-05-31
