,client_id,emp_var_rate,cons_price_idx,euribor_three_months,number_employed
166,166,1.1,93.994,4.857,5191.0
167,167,1.1,93.994,4.857,5191.0
168,168,1.1,93.994,4.857,5191.0
169,169,1.1,93.994,4.857,5191.0
170,170,1.1,93.994,4.857,5191.0
171,171,1.1,93.994,4.857,5191.0
172,172,1.1,93.994,4.857,5191.0
173,173,1.1,93.994,4.857,5191.0
174,174,1.1,93.994,4.857,5191.0
175,175,1.1,93.994,4.857,5191.0
176,176,1.1,93.994,4.857,5191.0
177,177,1.1,93.994,4.857,5191.0
178,178,1.1,93.994,4.857,5191.0
179,179,1.1,93.994,4.857,5191.0
180,180,1.1,93.994,4.857,5191.0
181,181,1.1,93.994,4.857,5191.0
182,182,1.1,93.994,4.857,5191.0
183,183,1.1,93.994,4.857,5191.0
184,184,1.1,93.994,4.857,5191.0
185,185,1.1,93.994,4.857,5191.0
186,186,1.1,93.994,4.857,5191.0
187,187,1.1,93.994,4.857,5191.0
188,188,1.1,93.994,4.857,5191.0
189,189,1.1,93.994,4.857,5191.0
190,190,1.1,93.994,4.857,5191.0
191,191,1.1,93.994,4.857,5191.0
192,192,1.1,93.994,4.857,5191.0
193,193,1.1,93.994,4.857,5191.0
194,194,1.1,93.994,4.857,5191.0
195,195,1.1,93.994,4.857,5191.0
196,196,1.1,93.994,4.857,5191.0
197,197,1.1,93.994,4.857,5191.0
198,198,1.1,93.994,4.857,5191.0
199,199,1.1,93.994,4.857,5191.0
200,200,1.1,93.994,4.857,5191.0
201,201,1.1,93.994,4.857,5191.0
202,202,1.1,93.994,4.857,5191.0
203,203,1.1,93.994,4.857,5191.0
204,204,1.1,93.994,4.857,5191.0
205,205,1.1,93.994,4.857,5191.0
206,206,1.1,93.994,4.857,5191.0
207,207,1.1,93.994,4.857,5191.0
208,208,1.1,93.994,4.857,5191.0
209,209,1.1,93.994,4.857,5191.0
210,210,1.1,93.994,4.857,5191.0
211,211,1.1,93.994,4.857,5191.0
212,212,1.1,93.994,4.857,5191.0
213,213,1.1,93.994,4.857,5191.0
214,214,1.1,93.994,4.857,5191.0
215,215,1.1,93.994,4.857,5191.0
216,216,1.1,93.994,4.857,5191.0
217,217,1.1,93.994,4.857,5191.0
218,218,1.1,93.994,4.857,5191.0
219,219,1.1,93.994,4.857,5191.0
220,220,1.1,93.994,4.857,5191.0
221,221,1.1,93.994,4.857,5191.0
222,222,1.1,93.994,4.857,5191.0
223,223,1.1,93.994,4.857,5191.0
224,224,1.1,93.994,4.857,5191.0
225,225,1.1,93.994,4.857,5191.0
226,226,1.1,93.994,4.857,5191.0
227,227,1.1,93.994,4.857,5191.0
228,228,1.1,93.994,4.857,5191.0
229,229,1.1,93.994,4.857,5191.0
230,230,1.1,93.994,4.857,5191.0
231,231,1.1,93.994,4.857,5191.0
232,232,1.1,93.994,4.857,5191.0
233,233,1.1,93.994,4.857,5191.0
234,234,1.1,93.994,4.857,5191.0
235,235,1.1,93.994,4.857,5191.0
236,236,1.1,93.994,4.857,5191.0
237,237,1.1,93.994,4.857,5191.0
238,238,1.1,93.994,4.857,5191.0
239,239,1.1,93.994,4.857,5191.0
240,240,1.1,93.994,4.857,5191.0
241,241,1.1,93.994,4.857,5191.0
242,242,1.1,93.994,4.857,5191.0
243,243,1.1,93.994,4.857,5191.0
244,244,1.1,93.994,4.857,5191.0
245,245,1.1,93.994,4.857,5191.0
246,246,1.1,93.994,4.857,5191.0
247,247,1.1,93.994,4.857,5191.0
248,248,1.1,93.994,4.857,5191.0
249,249,1.1,93.994,4.857,5191.0
250,250,1.1,93.994,4.857,5191.0
251,251,1.1,93.994,4.857,5191.0
252,252,1.1,93.994,4.857,5191.0
253,253,1.1,93.994,4.857,5191.0
254,254,1.1,93.994,4.857,5191.0
255,255,1.1,93.994,4.857,5191.0
256,256,1.1,93.994,4.857,5191.0
257,257,1.1,93.994,4.857,5191.0
258,258,1.1,93.994,4.857,5191.0
259,259,1.1,93.994,4.857,5191.0
260,260,1.1,93.994,4.857,5191.0
261,261,1.1,93.994,4.857,5191.0
262,262,1.1,93.994,4.857,5191.0
263,263,1.1,93.994,4.857,5191.0
264,264,1.1,93.994,4.857,5191.0
265,265,1.1,93.994,4.857,5191.0
266,266,1.1,93.994,4.857,5191.0
267,267,1.1,93.994,4.857,5191.0
268,268,1.1,93.994,4.857,5191.0
269,269,1.1,93.994,4.857,5191.0
270,270,1.1,93.994,4.857,5191.0
271,271,1.1,93.994,4.857,5191.0
272,272,1.1,93.994,4.857,5191.0
273,273,1.1,93.994,4.857,5191.0
274,274,1.1,93.994,4.857,5191.0
275,275,1.1,93.994,4.857,5191.0
276,276,1.1,93.994,4.857,5191.0
277,277,1.1,93.994,4.857,5191.0
278,278,1.1,93.994,4.857,5191.0
279,279,1.1,93.994,4.857,5191.0
280,280,1.1,93.994,4.857,5191.0
281,281,1.1,93.994,4.857,5191.0
282,282,1.1,93.994,4.857,5191.0
283,283,1.1,93.994,4.857,5191.0
284,284,1.1,93.994,4.857,5191.0
285,285,1.1,93.994,4.857,5191.0
286,286,1.1,93.994,4.857,5191.0
287,287,1.1,93.994,4.857,5191.0
288,288,1.1,93.994,4.857,5191.0
289,289,1.1,93.994,4.857,5191.0
290,290,1.1,93.994,4.857,5191.0
291,291,1.1,93.994,4.857,5191.0
292,292,1.1,93.994,4.857,5191.0
293,293,1.1,93.994,4.857,5191.0
294,294,1.1,93.994,4.857,5191.0
295,295,1.1,93.994,4.857,5191.0
296,296,1.1,93.994,4.857,5191.0
297,297,1.1,93.994,4.857,5191.0
298,298,1.1,93.994,4.857,5191.0
299,299,1.1,93.994,4.857,5191.0
300,300,1.1,93.994,4.857,5191.0
301,301,1.1,93.994,4.857,5191.0
302,302,1.1,93.994,4.857,5191.0
303,303,1.1,93.994,4.857,5191.0
304,304,1.1,93.994,4.857,5191.0
305,305,1.1,93.994,4.857,5191.0
306,306,1.1,93.994,4.857,5191.0
307,307,1.1,93.994,4.857,5191.0
308,308,1.1,93.994,4.857,5191.0
309,309,1.1,93.994,4.857,5191.0
310,310,1.1,93.994,4.857,5191.0
311,311,1.1,93.994,4.857,5191.0
312,312,1.1,93.994,4.857,5191.0
313,313,1.1,93.994,4.857,5191.0
314,314,1.1,93.994,4.857,5191.0
315,315,1.1,93.994,4.857,5191.0
316,316,1.1,93.994,4.857,5191.0
317,317,1.1,93.994,4.857,5191.0
318,318,1.1,93.994,4.857,5191.0
319,319,1.1,93.994,4.857,5191.0
320,320,1.1,93.994,4.857,5191.0
321,321,1.1,93.994,4.857,5191.0
322,322,1.1,93.994,4.857,5191.0
323,323,1.1,93.994,4.857,5191.0
324,324,1.1,93.994,4.857,5191.0
325,325,1.1,93.994,4.857,5191.0
326,326,1.1,93.994,4.857,5191.0
327,327,1.1,93.994,4.857,5191.0
328,328,1.1,93.994,4.857,5191.0
329,329,1.1,93.994,4.857,5191.0
330,330,1.1,93.994,4.857,5191.0
331,331,1.1,93.994,4.857,5191.0
332,332,1.1,93.994,4.857,5191.0
333,333,1.1,93.994,4.857,5191.0
334,334,1.1,93.994,4.857,5191.0
335,335,1.1,93.994,4.857,5191.0
336,336,1.1,93.994,4.857,5191.0
337,337,1.1,93.994,4.857,5191.0
338,338,1.1,93.994,4.857,5191.0
339,339,1.1,93.994,4.857,5191.0
340,340,1.1,93.994,4.857,5191.0
341,341,1.1,93.994,4.857,5191.0
342,342,1.1,93.994,4.857,5191.0
343,343,1.1,93.994,4.857,5191.0
344,344,1.1,93.994,4.857,5191.0
345,345,1.1,93.994,4.857,5191.0
346,346,1.1,93.994,4.857,5191.0
347,347,1.1,93.994,4.857,5191.0
348,348,1.1,93.994,4.857,5191.0
349,349,1.1,93.994,4.857,5191.0
350,350,1.1,93.994,4.857,5191.0
351,351,1.1,93.994,4.857,5191.0
352,352,1.1,93.994,4.857,5191.0
353,353,1.1,93.994,4.857,5191.0
354,354,1.1,93.994,4.857,5191.0
355,355,1.1,93.994,4.857,5191.0
356,356,1.1,93.994,4.857,5191.0
357,357,1.1,93.994,4.857,5191.0
358,358,1.1,93.994,4.857,5191.0
359,359,1.1,93.994,4.857,5191.0
360,360,1.1,93.994,4.857,5191.0
361,361,1.1,93.994,4.857,5191.0
362,362,1.1,93.994,4.857,5191.0
363,363,1.1,93.994,4.857,5191.0
364,364,1.1,93.994,4.857,5191.0
365,365,1.1,93.994,4.857,5191.0
366,366,1.1,93.994,4.857,5191.0
367,367,1.1,93.994,4.857,5191.0
368,368,1.1,93.994,4.857,5191.0
369,369,1.1,93.994,4.857,5191.0
370,370,1.1,93.994,4.857,5191.0
371,371,1.1,93.994,4.857,5191.0
372,372,1.1,93.994,4.857,5191.0
373,373,1.1,93.994,4.857,5191.0
374,374,1.1,93.994,4.857,5191.0
375,375,1.1,93.994,4.857,5191.0
376,376,1.1,93.994,4.857,5191.0
377,377,1.1,93.994,4.857,5191.0
378,378,1.1,93.994,4.857,5191.0
379,379,1.1,93.994,4.857,5191.0
380,380,1.1,93.994,4.857,5191.0
381,381,1.1,93.994,4.857,5191.0
382,382,1.1,93.994,4.857,5191.0
383,383,1.1,93.994,4.857,5191.0
384,384,1.1,93.994,4.857,5191.0
385,385,1.1,93.994,4.857,5191.0
386,386,1.1,93.994,4.857,5191.0
387,387,1.1,93.994,4.857,5191.0
388,388,1.1,93.994,4.857,5191.0
389,389,1.1,93.994,4.857,5191.0
390,390,1.1,93.994,4.857,5191.0
391,391,1.1,93.994,4.857,5191.0
392,392,1.1,93.994,4.857,5191.0
393,393,1.1,93.994,4.857,5191.0
394,394,1.1,93.994,4.857,5191.0
395,395,1.1,93.994,4.857,5191.0
396,396,1.1,93.994,4.857,5191.0
397,397,1.1,93.994,4.857,5191.0
398,398,1.1,93.994,4.857,5191.0
399,399,1.1,93.994,4.857,5191.0
400,400,1.1,93.994,4.857,5191.0
401,401,1.1,93.994,4.857,5191.0
402,402,1.1,93.994,4.857,5191.0
403,403,1.1,93.994,4.857,5191.0
404,404,1.1,93.994,4.857,5191.0
405,405,1.1,93.994,4.857,5191.0
406,406,1.1,93.994,4.857,5191.0
407,407,1.1,93.994,4.857,5191.0
408,408,1.1,93.994,4.857,5191.0
409,409,1.1,93.994,4.857,5191.0
410,410,1.1,93.994,4.857,5191.0
411,411,1.1,93.994,4.857,5191.0
412,412,1.1,93.994,4.857,5191.0
413,413,1.1,93.994,4.857,5191.0
414,414,1.1,93.994,4.857,5191.0
415,415,1.1,93.994,4.857,5191.0
416,416,1.1,93.994,4.857,5191.0
417,417,1.1,93.994,4.857,5191.0
418,418,1.1,93.994,4.857,5191.0
419,419,1.1,93.994,4.857,5191.0
420,420,1.1,93.994,4.857,5191.0
421,421,1.1,93.994,4.857,5191.0
422,422,1.1,93.994,4.857,5191.0
423,423,1.1,93.994,4.857,5191.0
424,424,1.1,93.994,4.857,5191.0
425,425,1.1,93.994,4.857,5191.0
426,426,1.1,93.994,4.857,5191.0
427,427,1.1,93.994,4.857,5191.0
428,428,1.1,93.994,4.857,5191.0
429,429,1.1,93.994,4.857,5191.0
430,430,1.1,93.994,4.857,5191.0
431,431,1.1,93.994,4.857,5191.0
432,432,1.1,93.994,4.857,5191.0
433,433,1.1,93.994,4.857,5191.0
434,434,1.1,93.994,4.857,5191.0
435,435,1.1,93.994,4.857,5191.0
436,436,1.1,93.994,4.857,5191.0
437,437,1.1,93.994,4.857,5191.0
438,438,1.1,93.994,4.857,5191.0
439,439,1.1,93.994,4.857,5191.0
440,440,1.1,93.994,4.857,5191.0
441,441,1.1,93.994,4.857,5191.0
442,442,1.1,93.994,4.857,5191.0
443,443,1.1,93.994,4.857,5191.0
444,444,1.1,93.994,4.857,5191.0
445,445,1.1,93.994,4.857,5191.0
446,446,1.1,93.994,4.857,5191.0
447,447,1.1,93.994,4.857,5191.0
448,448,1.1,93.994,4.857,5191.0
449,449,1.1,93.994,4.857,5191.0
450,450,1.1,93.994,4.857,5191.0
451,451,1.1,93.994,4.857,5191.0
452,452,1.1,93.994,4.857,5191.0
453,453,1.1,93.994,4.857,5191.0
454,454,1.1,93.994,4.857,5191.0
455,455,1.1,93.994,4.857,5191.0
456,456,1.1,93.994,4.857,5191.0
457,457,1.1,93.994,4.857,5191.0
458,458,1.1,93.994,4.857,5191.0
459,459,1.1,93.994,4.857,5191.0
460,460,1.1,93.994,4.857,5191.0
461,461,1.1,93.994,4.857,5191.0
462,462,1.1,93.994,4.857,5191.0
463,463,1.1,93.994,4.857,5191.0
464,464,1.1,93.994,4.857,5191.0
465,465,1.1,93.994,4.857,5191.0
466,466,1.1,93.994,4.857,5191.0
467,467,1.1,93.994,4.857,5191.0
468,468,1.1,93.994,4.857,5191.0
469,469,1.1,93.994,4.857,5191.0
470,470,1.1,93.994,4.857,5191.0
471,471,1.1,93.994,4.857,5191.0
472,472,1.1,93.994,4.857,5191.0
473,473,1.1,93.994,4.857,5191.0
474,474,1.1,93.994,4.857,5191.0
475,475,1.1,93.994,4.857,5191.0
476,476,1.1,93.994,4.857,5191.0
477,477,1.1,93.994,4.857,5191.0
478,478,1.1,93.994,4.857,5191.0
479,479,1.1,93.994,4.857,5191.0
480,480,1.1,93.994,4.857,5191.0
481,481,1.1,93.994,4.857,5191.0
482,482,1.1,93.994,4.857,5191.0
483,483,1.1,93.994,4.857,5191.0
484,484,1.1,93.994,4.857,5191.0
485,485,1.1,93.994,4.857,5191.0
486,486,1.1,93.994,4.857,5191.0
487,487,1.1,93.994,4.857,5191.0
488,488,1.1,93.994,4.857,5191.0
489,489,1.1,93.994,4.857,5191.0
490,490,1.1,93.994,4.857,5191.0
491,491,1.1,93.994,4.857,5191.0
492,492,1.1,93.994,4.857,5191.0
493,493,1.1,93.994,4.857,5191.0
494,494,1.1,93.994,4.857,5191.0
495,495,1.1,93.994,4.857,5191.0
496,496,1.1,93.994,4.857,5191.0
497,497,1.1,93.994,4.857,5191.0
498,498,1.1,93.994,4.857,5191.0
499,499,1.1,93.994,4.857,5191.0
500,500,1.1,93.994,4.857,5191.0
501,501,1.1,93.994,4.857,5191.0
502,502,1.1,93.994,4.857,5191.0
503,503,1.1,93.994,4.857,5191.0
504,504,1.1,93.994,4.857,5191.0
505,505,1.1,93.994,4.857,5191.0
506,506,1.1,93.994,4.857,5191.0
507,507,1.1,93.994,4.857,5191.0
508,508,1.1,93.994,4.857,5191.0
509,509,1.1,93.994,4.857,5191.0
510,510,1.1,93.994,4.857,5191.0
511,511,1.1,93.994,4.857,5191.0
512,512,1.1,93.994,4.857,5191.0
513,513,1.1,93.994,4.857,5191.0
514,514,1.1,93.994,4.857,5191.0
515,515,1.1,93.994,4.857,5191.0
516,516,1.1,93.994,4.857,5191.0
517,517,1.1,93.994,4.857,5191.0
518,518,1.1,93.994,4.857,5191.0
519,519,1.1,93.994,4.857,5191.0
520,520,1.1,93.994,4.857,5191.0
521,521,1.1,93.994,4.857,5191.0
522,522,1.1,93.994,4.857,5191.0
523,523,1.1,93.994,4.857,5191.0
524,524,1.1,93.994,4.857,5191.0
525,525,1.1,93.994,4.857,5191.0
526,526,1.1,93.994,4.857,5191.0
527,527,1.1,93.994,4.857,5191.0
528,528,1.1,93.994,4.857,5191.0
529,529,1.1,93.994,4.857,5191.0
530,530,1.1,93.994,4.857,5191.0
531,531,1.1,93.994,4.857,5191.0
532,532,1.1,93.994,4.857,5191.0
533,533,1.1,93.994,4.857,5191.0
534,534,1.1,93.994,4.857,5191.0
535,535,1.1,93.994,4.857,5191.0
536,536,1.1,93.994,4.857,5191.0
537,537,1.1,93.994,4.857,5191.0
538,538,1.1,93.994,4.857,5191.0
539,539,1.1,93.994,4.857,5191.0
540,540,1.1,93.994,4.857,5191.0
541,541,1.1,93.994,4.857,5191.0
542,542,1.1,93.994,4.857,5191.0
543,543,1.1,93.994,4.857,5191.0
544,544,1.1,93.994,4.857,5191.0
545,545,1.1,93.994,4.857,5191.0
546,546,1.1,93.994,4.857,5191.0
547,547,1.1,93.994,4.857,5191.0
548,548,1.1,93.994,4.857,5191.0
549,549,1.1,93.994,4.857,5191.0
550,550,1.1,93.994,4.857,5191.0
551,551,1.1,93.994,4.857,5191.0
552,552,1.1,93.994,4.857,5191.0
553,553,1.1,93.994,4.857,5191.0
554,554,1.1,93.994,4.857,5191.0
555,555,1.1,93.994,4.857,5191.0
556,556,1.1,93.994,4.857,5191.0
557,557,1.1,93.994,4.857,5191.0
558,558,1.1,93.994,4.857,5191.0
559,559,1.1,93.994,4.857,5191.0
560,560,1.1,93.994,4.857,5191.0
561,561,1.1,93.994,4.857,5191.0
562,562,1.1,93.994,4.857,5191.0
563,563,1.1,93.994,4.857,5191.0
564,564,1.1,93.994,4.857,5191.0
565,565,1.1,93.994,4.857,5191.0
566,566,1.1,93.994,4.857,5191.0
567,567,1.1,93.994,4.857,5191.0
568,568,1.1,93.994,4.857,5191.0
569,569,1.1,93.994,4.857,5191.0
570,570,1.1,93.994,4.857,5191.0
571,571,1.1,93.994,4.857,5191.0
572,572,1.1,93.994,4.857,5191.0
573,573,1.1,93.994,4.857,5191.0
574,574,1.1,93.994,4.857,5191.0
575,575,1.1,93.994,4.857,5191.0
576,576,1.1,93.994,4.857,5191.0
577,577,1.1,93.994,4.857,5191.0
578,578,1.1,93.994,4.857,5191.0
579,579,1.1,93.994,4.857,5191.0
580,580,1.1,93.994,4.857,5191.0
581,581,1.1,93.994,4.857,5191.0
582,582,1.1,93.994,4.857,5191.0
583,583,1.1,93.994,4.857,5191.0
584,584,1.1,93.994,4.857,5191.0
585,585,1.1,93.994,4.857,5191.0
586,586,1.1,93.994,4.857,5191.0
587,587,1.1,93.994,4.857,5191.0
588,588,1.1,93.994,4.857,5191.0
589,589,1.1,93.994,4.857,5191.0
590,590,1.1,93.994,4.857,5191.0
591,591,1.1,93.994,4.857,5191.0
592,592,1.1,93.994,4.857,5191.0
593,593,1.1,93.994,4.857,5191.0
594,594,1.1,93.994,4.857,5191.0
595,595,1.1,93.994,4.857,5191.0
596,596,1.1,93.994,4.857,5191.0
597,597,1.1,93.994,4.857,5191.0
598,598,1.1,93.994,4.857,5191.0
599,599,1.1,93.994,4.857,5191.0
600,600,1.1,93.994,4.857,5191.0
601,601,1.1,93.994,4.857,5191.0
602,602,1.1,93.994,4.857,5191.0
603,603,1.1,93.994,4.857,5191.0
604,604,1.1,93.994,4.857,5191.0
605,605,1.1,93.994,4.857,5191.0
606,606,1.1,93.994,4.857,5191.0
607,607,1.1,93.994,4.857,5191.0
608,608,1.1,93.994,4.857,5191.0
609,609,1.1,93.994,4.857,5191.0
610,610,1.1,93.994,4.857,5191.0
611,611,1.1,93.994,4.857,5191.0
612,612,1.1,93.994,4.857,5191.0
613,613,1.1,93.994,4.857,5191.0
614,614,1.1,93.994,4.857,5191.0
615,615,1.1,93.994,4.857,5191.0
616,616,1.1,93.994,4.857,5191.0
617,617,1.1,93.994,4.857,5191.0
618,618,1.1,93.994,4.857,5191.0
619,619,1.1,93.994,4.857,5191.0
620,620,1.1,93.994,4.857,5191.0
621,621,1.1,93.994,4.857,5191.0
622,622,1.1,93.994,4.857,5191.0
623,623,1.1,93.994,4.857,5191.0
624,624,1.1,93.994,4.857,5191.0
625,625,1.1,93.994,4.857,5191.0
626,626,1.1,93.994,4.857,5191.0
627,627,1.1,93.994,4.857,5191.0
628,628,1.1,93.994,4.857,5191.0
629,629,1.1,93.994,4.857,5191.0
630,630,1.1,93.994,4.857,5191.0
631,631,1.1,93.994,4.857,5191.0
632,632,1.1,93.994,4.857,5191.0
633,633,1.1,93.994,4.857,5191.0
634,634,1.1,93.994,4.857,5191.0
635,635,1.1,93.994,4.857,5191.0
636,636,1.1,93.994,4.857,5191.0
637,637,1.1,93.994,4.857,5191.0
638,638,1.1,93.994,4.857,5191.0
639,639,1.1,93.994,4.857,5191.0
640,640,1.1,93.994,4.857,5191.0
641,641,1.1,93.994,4.857,5191.0
642,642,1.1,93.994,4.857,5191.0
643,643,1.1,93.994,4.857,5191.0
644,644,1.1,93.994,4.857,5191.0
645,645,1.1,93.994,4.857,5191.0
646,646,1.1,93.994,4.857,5191.0
647,647,1.1,93.994,4.857,5191.0
648,648,1.1,93.994,4.857,5191.0
649,649,1.1,93.994,4.857,5191.0
650,650,1.1,93.994,4.857,5191.0
651,651,1.1,93.994,4.857,5191.0
652,652,1.1,93.994,4.857,5191.0
653,653,1.1,93.994,4.857,5191.0
654,654,1.1,93.994,4.857,5191.0
655,655,1.1,93.994,4.857,5191.0
656,656,1.1,93.994,4.857,5191.0
657,657,1.1,93.994,4.857,5191.0
658,658,1.1,93.994,4.857,5191.0
659,659,1.1,93.994,4.857,5191.0
660,660,1.1,93.994,4.857,5191.0
661,661,1.1,93.994,4.857,5191.0
662,662,1.1,93.994,4.857,5191.0
